sentence,true_label
"In addition, for the compound of sub-U3Si1.5Al0.5 configuration, the increase rate of the electronic thermal conductivity with the increase of temperature is lower than that of U3Si2, while the increase rate of the compound of sub-U2.5Si2Al0.5(I) configuration is higher than that of U3Si2.",contradiction
"Apparently, Raman measurements and X-ray diffraction patterns suggested strongly contrasting high-pressure behaviors of the same TiO2 nanomaterials.",contradiction
"First of all, it is well known that upon compression, anatase bulk TiO2 undergoes a phase transition sequence from anatase phase to α-PbO2 phase, and then to baddeleyite phase.22,23 For nanostructured TiO2 materials such as nanoparticles and nanowires, however, anatase phase generally transforms directly into baddeleyite phase upon compression.31,34,37,39,43 Table 1 summarizes the phase transition sequences of different TiO2 materials.",contradiction
"For TiO2 nanoparticles in particular, the phase transition sequences are found strongly particle size dependent.",contradiction
"The anatase to baddeleyite phase transitions was found only in the mid-sized TiO2 nanoparticles (i.e., 12–50 nm).",contradiction
"Outside this range, the TiO2 nanoparticles exhibit either same phase transition sequence as bulk materials (when >50 nm) or become amorphous (when <12 nm) upon compression.",contradiction
Our previous studies on anatase TiO2 nanowires with different wire diameters suggest that the transition sequence is not size dependent and follows that of mid-sized nanoparticles.,contradiction
"In this study, given that the electrochemically synthesized TiO2 nanotubes are several tens of microns long (i.e., comparable to bulk materials), the tube diameter thus is the determining dimension.",contradiction
"Even though the tube diameter of 100 nm is two times larger than the critical size of 50 nm for nanoparticles, the deletion of the α-PbO2 phase is still found upon compression.",contradiction
"This observation is similar to that of anatase TiO2 nanowires with similar or larger sizes.37,39 Therefore, it is reasonable to conclude that, in contrast to nanoparticles, morphology has more prominent effect than size in affecting high pressure behaviors of 1D TiO2 nanomaterials.",contradiction
"So far, there were several attempts to explain why α-PbO2 phase was hindered in anatase TiO2 nanomaterials.",contradiction
"A widely accepted interpretation was that nanostructured TiO2 has enhanced surface energy compared to the bulk counterparts, although some other factors such as the imperfections of the crystals may also contribute.30,35,43 Nonetheless, the rational correlation between the phase stability and dimensions of the nanostructures is still not fully understood.",contradiction
"In the Raman measurements, contrastingly, no phase transition is found upon compression up to 17.7 GPa, a pressure substantially higher than the transition onset pressure (i.e., ∼14 GPa) found in the XRD measurements.",contradiction
"In the case of TiO2 nanowires, Raman measurements clearly suggests the anatase-to-baddeleyite transition at similar pressures, consistent with the XRD measurements.39 We then carefully examined the difference between these different experiments.",contradiction
We noted that silicon oil was used as the PTM in Raman measurements while neon was used in the XRD experiments.,contradiction
"Although neon provides a better hydrostatic condition above 10 GPa than silicon oil, the difference in the hydrostaticity is unlikely the primary factor for the different compression behavior of TiO2 nanotubes.",contradiction
"Given the large tube diameter and open end morphology of the TiO2 nanotubes, as well as the chemical inertness of the PTM, the interaction between PTM with different molecular sizes and TiO2 nanotubes is expected to be similar.",contradiction
"Indeed, in Li et al.’s similar study on TiO2 nanotubes where 4[thin space (1/6-em)]:[thin space (1/6-em)]1 methanol–ethanol mixture as PTM was used, it was believed that PTM can penetrate into the tubes even with much a smaller diameter (i.e., ∼5 nm).40 Based on these analyses, we believe TiO2 nanotubes in the current study have substantially different and more complicated surface or interfacial structures than nanowires studied before or the nanotubes in Li's study.",contradiction
"In particular, the large tube diameter (i.e., ∼100 nm) and the wall thickness (i.e., ∼10 nm) as well as the way the tubes are aligned upon production may result in a much more inhomogeneous pressure response along the radial direction upon compression.",contradiction
"As a result, the inner part of the tube and tube surface layers may undergo different transition sequence.",contradiction
"Considering that Raman spectroscopy is a surface sensitive probe while that bulk penetrating X-ray provides information involving long-range orderness, we may conclude that the bulk TiO2 nanotubes and especially the inner layers transform to baddeleyite phase whereas the surface layers become amorphous upon compression.",contradiction
"In order to further reconcile the â€œdiscrepancyâ€ between Raman and XRD measurements as well as to probe the transition mechanism, the full width at half maximum (FWHM) of the most intense Eg(1) mode for TiO2 nanotubes is plotted in Fig. 5.",contradiction
"Two tuning points (labeled as P1 and P2) are found at 6 GPa and 14 GPa, respectively, consistent with the observation in TiO2 nanowires reported before.39 For TiO2 nanowires, P2 coincides with the anatase to baddeleyite phase transition pressure.",contradiction
"Interestingly, the P2 in the current study, which is 14 GPa, is also coincidental with the anatase to baddeleyite phase transition pressure identified in the XRD measurements.",contradiction
"This coincidence may suggest that the anatase to baddeleyite phase did occur, although undetectable in the Raman measurements given the above discussion.",contradiction
"Based on our earlier high-pressure study of TiO2 nanowires, these two turning points are consistent with the three-stage process proposed for the phase transition, which involves the competition between formations of the α-PbO2 phase and baddeleyite phase.",contradiction
"In the first stage (0 GPa – P1), specifically, the anatase to α-PbO2 phase transition route may be favored.",contradiction
"However, due to the enhanced surface energy, a high energy barrier for the formation of the α-PbO2 structure could substantially delay the transition to the α-PbO2 phase.45 Therefore, before the α-PbO2 phase is eventually formed, the baddeleyite phase became the more energetically favored structure in competition with the α-PbO2 phase at the second stage (P1 – P2), as seen in Fig. 5.",contradiction
"At the third stage (>P2), the phase transformation followed anatase-to-baddeleyite route monotonically, accompanied by the significantly faster increase in the FWHM of the Eg(1) mode than the first two stages.",contradiction
Fig. 5 FWHM of the Eg(1) Raman mode as a function of pressure for TiO2 nanotubes.,contradiction
The solid lines are for eye guidance only.,contradiction
P1 and P2 denote the first and second turning pressure points upon compression.,contradiction
"Furthermore, detailed analysis of the XRD results of TiO2 nanotubes allows the understanding of the pressure dependence of unit cell parameters as well as the compressibility in comparison with earlier studies of bulk and nanostructured TiO2 materials.",contradiction
"The normalized unit cell lengths (i.e., a/a0 and c/c0) as a function of pressure for the TiO2 nanotubes are plotted in Fig. 6 in comparison with the corresponding bulk materials.",contradiction
"First of all, the c-axis exhibits a linear compressibility that is three times larger than a-axis, consistent with earlies studies on bulk TiO2[thin space (1/6-em)]24,47 as well as TiO2 nanowires.37,39 The different compressibilities are believed to be associated with the intrinsic anatase crystal structure.",contradiction
"Specifically, there are four occupied TiO6 octahedra and four empty O6 octahedra per unit cell.",contradiction
The Ti atom inside the occupied octahedra (TiO6) makes the polyhedra much harder to compress than the empty ones (O6).,contradiction
Thus the higher compressibility of the c-axis than the a-axis can be interpreted in terms of the difference in the directional population of the hard occupied (TiO6) and soft empty (O6) oxygen octahedra.,contradiction
The specific c/a compression ratio further indicates a consequence of the alignment of the empty O6 octahedra along the c-axis and of the greater density of atoms along the a- and b-axes than along the c-axis.,contradiction
"Moreover, compared to bulk TiO2, the c-axis of TiO2 nanotubes shows higher compressibility, while the compressibility along a-axis is similar.",contradiction
"In general, the c-axis for all the nanostructured anatase TiO2 is more compressible than the corresponding bulk material, indicating that the morphology and the crystalline growth direction of TiO2 nanomaterials play an important role in the anisotropic behavior.34,37 Fig. 6 Pressure dependences of cell parameters of anatase TiO2 nanotubes in comparison with those of bulk TiO2.",contradiction
"Open and solid symbols denote the cell parameters of the TiO2 nanotubes and bulk TiO2 cited from ref. 24, respectively.",contradiction
"Circles and squares represent a/a0 and c/c0 ratios, respectively.",contradiction
The solid lines are just for eye guidance.,contradiction
The pressure-volume data of TiO2 nanotubes are shown in the Fig. 7.,contradiction
"By fitting the third-order Birch–Murnaghan equation of state (EOS), the bulk modulus (B0) of the anatase and baddeleyite phases for TiO2 nanotubes obtained are 164.2 GPa and 182.8 GPa, respectively, with the first derivative (B′0) fixed at 4.",entailment
"For comparison purposes, the bulk modulus of the anatase phase of corresponding bulk materials, nanoparticles and nanowires are plotted together with TiO2 nanotubes.",contradiction
"Similar to Li et al.’s study on TiO2 nanotubes with a much smaller diameter (i.e., ∼10 nm) for which the bulk modulus was reported to be 158 GPa, the bulk modulus of TiO2 nanotubes in the current study (i.e., 164 GPa) is also slightly lower than that of TiO2 bulk materials (i.e., 179 GPa), indicating the dimension of the TiO2 nanotubes has a negligible influence in the compressibility.",entailment
"In contrast, other nanostructured TiO2 materials such as nanowires and nanoparticles showed substantially enhanced bulk modulus, e.g., 266.5 GPa and 243 GPa, respectively.",entailment
"In addition, morphology-induced alterations of bulk modulus have been reported in high-pressure studies of other TiO2 nanomaterials.",contradiction
"For example, strongly contrasting compressibilities were observed for TiO2 nanoparticles with rod and rice shapes.34 The bulk modulus of rod-shaped particles was reduced, whereas that of the rice-shaped particles was enhanced by over 50% relative to the corresponding bulk materials.34 All these observations suggest that morphology plays a dominant role in the compressibility of different TiO2 nanostructures due to the different contribution of surface energy states.",contradiction
"Fig. 7 Pressure dependence of the unit cell volume for the anatase phase of TiO2 nanotubes in comparison with that for bulk, nanowires, and nanocrystals.",contradiction
The inset figure shows the EOS of baddeleyite phase of TiO2 nanotubes.,contradiction
The solid squares are from this work.,contradiction
The solid lines represent fitting to the third order Birch–Murnaghan EOS.,contradiction
Another interesting observation is that the baddeleyite phase exhibited a much higher bulk modulus in TiO2 nanotubes than nanowires (182.8 GPa vs. 127.8 GPa). ,entailment
"The SEM image of the recovered materials (Fig. 1b) shows that although the alignment of the nanotubes was substantially modified, the tube morphology is still clearly distinguishable.",contradiction
"Dotted lines, dashed lines, and dash dotted lines are the EOS for bulk, nanowires and nanocrystals reported from ref. 24, 40 and 43, respectively.",contradiction
"The preservation of the morphology on compressed materials has great implications for new applications and has been reported for TiO2 nanowires and nanotubes before.37,40 In addition to the open-end tube morphology and use of PTM as important factors, we believe the high stillness of baddeleyite lattice during the anatase-to-baddeleyite transition in TiO2 nanotube also contributes to the morphology stability upon compression.",contradiction
"Indeed, in our earlier studies of TiO2 nanowires for which the baddeleyite phase has a lower stiffness, the wire morphologies were not preserved.39 Finally, the interplay of multiple factors must be considered collectively to interpret the different mechanical properties, phase stability as well as transition sequence of nanomaterials.",contradiction
"For instance, the anatase TiO2 nanorods grown along the a-axis showed a lower bulk modulus (243 GPa) than TiO2 nanorices grown along the c-axis (319 GPa).",entailment
Park et al. suggested that bulk modulus may be influenced by the crystal growth directions of TiO2 nanomaterials.,contradiction
"Their nanowires have the same growth direction as the nanorods, given a similar bulk modulus of 176 GPa as the bulk counterpart (i.e., 179 GPa).",entailment
Li et al. obtained the similar results in the study of anatase TiO2 nanowires.,contradiction
"Therefore, we can infer that the primary growth direction of TiO2 nanotubes synthesized in this study is also along a-axis.",contradiction
"However, our TiO2 nanotubes exhibit a â€œnormalâ€ transition sequence whereas those produced by Li et al. suggest that only amorphous TiO2 with different densities was observed upon compression.40 Crystalline defects and lattice impurities, which strongly depend on synthetic methods, can substantially influence the structural stabilities at the nanoscale.48,49 Indeed, plenty of crystal defects were identified in the hydrothermally synthesized TiO2 nanomaterials.40 Our Raman results on electrochemically synthesized TiO2 nanotubes suggest inhomogeneous interfacial structures, from which crystal defects can also be inferred, but likely with a different distribution along and across the nanotubes at nanoscale.",contradiction
"Ultimately, it would be of great interest to fabricate energy devices based on TiO2 nanotubes produced via different routes both in the as-made form and retrieved from compression and to test the performance comparatively for practical applications.",contradiction
Fig. 1 shows the final atomic structures of 64 C atom-containing a-C films with an increase in the atomic density (3.2 to 4.0 g cm−3) and hydrogen concentrations (15.6 to 31.2 at%).,contradiction
The dependence of the calculated bulk modulus on the atomic density is illustrated in Fig. 2(a).,contradiction
"In the case of the reference a-C film (Ref. a-C), a bulk modulus of about 212 GPa was estimated.",entailment
"With the increase in atomic density, the bulk modulus drastically increased; when the atomic density was 4.0 g cm−3, a maximal bulk modulus of about 617 GPa was obtained, which was around three-fold larger than that of the reference a-C film.",entailment
"On the other hand, on introducing H atoms in the a-C films, as shown in Fig. 2(b), the bulk modulus as a function of the H concentration increased and then slightly increased.",contradiction
"When the H concentration was 31.2 at%, a maximal bulk modulus of about 248 GPa was obtained, which slightly increased by 17% compared to that for the reference a-C film.",entailment
"Remediakis et al.,36 revealed that the bulk modulus of a-C films was enhanced as the film density increased (335 GPa at 2.7 g cm−3, 375 GPa at 3.05 g cm−3, and 465 GPa at 3.55 g cm−3).",entailment
"This experimental result showed a similar trend with our DFT results (212 GPa at 2.6 g cm−3, 351 GPa at 3.2 g cm−3, and 450 GPa at 3.5 g cm−3); however, there is some discrepancy since the amorphous phase is characterized by a short-range order and the atoms are bonded in randomly disordered positions due to a phenomenon that does not allow the formation of a regular arrangement.",contradiction
"Nevertheless, taking advantage of the benefits of the simulation, it is noted that the drastic increase in the bulk modulus is observed by increasing the atomic density of the a-C films, which suggests that it would be difficult for the films hardened by high atomic density to relieve the stress of the individual layers within the overall stack in integrated semiconductor devices.",contradiction
"However, the addition of hydrogen in the a-C films has little effect on increasing the bulk modulus even though the sp3 content increases.",contradiction
These findings suggest that the process design for high-sp3-content a-C films should be carried out by adding hydrogen rather than increasing the atomic density.,contradiction
"These requirements become more important and increasingly challenging to meet as the device integrity increases.37,38 To elucidate the mechanism of the increase in bulk modulus caused by atomic density and hydrogen concentrations, more direct evidence for the atomic bond structure including bond length distributions was collected first.",contradiction
"Fig. 3 shows the calculated results of the bond length and bond angle distributions for the dense a-C film with the highest atomic density of 4.0 g cm−3 and those for the H-added a-C film with the highest H concentration of 31.2 at%, in which the highest bulk modulus is observed, as shown in Fig. 2.",contradiction
"For comparison, the case for the Ref. a-C film was also considered.",contradiction
The total bond length and bond angle distributions shown in Fig. 3 mainly consist of a C–C bond.,contradiction
Li et al.39 revealed that the distortion of bond lengths (<1.42 Å) and bond angles (>120°) in the carbon network was the key factor for the low level of the bulk modulus.,contradiction
"Therefore, the bond lengths and bond angles in these three a-C films were particularly studied in order to gain the fractions of distorted bonds, which are illustrated in Table 1.",contradiction
"The equilibrium bond lengths of stable sp2 and sp3 C–C bonds are 1.42 and 1.54 Å, respectively (the black vertical dotted lines in Fig. 3).",contradiction
"The fractions of the distorted bond lengths (<1.42 Å) for the dense a-C film with the highest atomic density (4.0 g cm−3, sp3 content = 95.3%) and the H-added a-C film at maximum at% (31.2%, sp3 content = 76.6%) were deduced separately, as shown in Table 1.",contradiction
The calculations for the Ref. a-C film were also obtained for comparison.,contradiction
"For the Ref. a-C film (Fig. 3), the fractions of the distorted bond length and bond angle are 17.2%, and 35.8%, respectively.",contradiction
"For the dense a-C film, the fractions are 1.0% and 15.6%.",contradiction
"However, after adding H into the a-C film, the fractions are 14.3% and 33.1%, showing similar values to both the bulk modulus and the fraction of the distorted bond length of the Ref. a-C film.",contradiction
This indicates that even the smaller bulk modulus than that of the dense a-C film is attributed to the high fraction of the distorted C–C bond relaxed by lattice vibrations during stress calculations using VASP.,contradiction
"So-Yeon Lee et al.,40 reported that the RDF of the a-C films can be extracted from diffraction pattern measurements (mean bond length = 1.50 Å for the dense a-C film with sp3 content = 78.5%; mean bond length = 1.45 Å for the normal a-C film with sp3 content = 52.6%).",contradiction
"These experimental RDF values show a similar trend with our DFT calculation results (mean bond length = 1.53 Å for the dense a-C film with sp3 content = 95.3%; mean bond length = 1.50 Å for the Ref. a-C film with sp3 content = 54.7%); however, there is slight discrepancy because the atoms in amorphous materials are bonded in randomly disordered positions due to the tendency that does not allow the formation of a regular atomic arrangement.",contradiction
"Above 80 W in power, the Young’s modulus increases close to linearly and reaches 126.4 ± 6.2 GPa at 115 W.",contradiction
Magnetic and structural parameters of tetragonal Fe5SiB2 compound was studied in applied magnetic field up to 7 T and hydrostatic pressure up to 6 GPa in temperature ranging from 2 K up to TC = 844 K.,contradiction
The bulk modulus of 124 GPa was determined by means of high pressure X-ray diffraction.,entailment
"Using the bulk modulus of water Kf=2.2 GPa, the compression wave velocity is vc≈1672 m/s.",entailment
This leads to a reduction of the bulk modulus of the pore water from 2.2 GPa to approximately 5 MPa and thus a reduced compression wave velocity of vc≈97 m/s.,entailment
"Lastly, to inspect the influence of the reduced bulk modulus of the pore water, a comparison in terms of pore water pressure development using the reduced value of 5000 kPa and the bulk modulus of pure water of 2.2 GPa is shown in Fig. 9 .",entailment
"According to the Oliver-Pharr method, hardness H shows insignificant ISE and the value H = 7.88 GPa was obtained for Zr65Cu15Al10Ni10, whereas elastic modulus E shows significant ISE.",contradiction
"Although, the elastic modulus yet shows small ISE, we conclude that the nanomechanical properties of considered Zr65Cu15Al10Ni10 are around E = 125 ± 3 GPa, H = 6.60 GPa, and the DP model parameters σ o  = 2.7 GPa, and β = 14°.",contradiction
"The elastic modulus of an octahedral structure made of Ti-6Al-4V (which is one of the most well-known materials for biomedical applications, Es =113.8  GPa) with 50% porosity is lower than 8GPa (see Fig. 11 for E/Es).",contradiction
"For example, the values of shear modulus of Mg65Cu25Tb10 were 19.4 GPa and 19.6 GPa reported by Wang et al. [34] and Chen et al. [39], respectively.",contradiction
"Thus, the mean of 19.5 GPa was used in the following analysis for the shear modulus of Mg65Cu25Tb10.",contradiction
"Thus, the subset containing X p1, V mm, and S mix/R, which had an RMSE of 9.531 GPa, was considered as the best subset for bulk moduli.",contradiction
"When considering Pauling electronegativity, higher electronegativity corresponds to stronger atomic bonding, and therefore higher bulk moduli.(27)G1FâˆÎ±1=1Vmm (28)G2FâˆÎ±2=1Vmmâˆ’2Smix/R (29)B1FâˆÎ²1=14169+2Vmm3 (30)B2FâˆÎ²2=1366XP12Vmm+4XP12+456214âˆ’Vmm2",contradiction
"The isothermal bulk moduli of solid In were obtained to be 48.6±2.0–41.5±1.3GPa at 400K and 48.0±1.1–40.9±0.8GPa at 500K, assuming K′=4 to 6, respectively.",entailment
"For example, if the Ti-based BMGF needs to possess a lower modulus about 5 GPa and a lower strength about 120 MPa, the fit line predicts that the foam should possess a density about 1.6 g/cm3 and a porosity volume fraction of ∼75%.",contradiction
"The measured Young’s moduli and yield strength ranging of the BMGFs were ranging from 8 to 53 GPa and from 140 to 730 MPa, which could well match the mechanical properties of human bone.",contradiction
"From the pressure - volume measurements, the determined isothermal bulk modulus for the δ-phase is in the range of 31.9 ± 1.3–34.8 ± 1.8 GPa using different pressure scales, comparable to those obtained from the resonant ultrasound spectroscopy measurements of the alloys of similar composition.",entailment
"No evidence for a pressure-induced phase transition in YBO3 is observed up to 27 GPa, however we note that an apparent discontinuity in the compressibility at 8 GPa, likely due to the onset of non-hydrostaticity, could lead to the misinterpretation of an atypically high bulk modulus.",contradiction
"While some early studies also reported the Young’s moduli for binary hexaborides to be 350−400 GPa [35], a recent study in 2018 reported the Young’s modulus of hot-pressed SmB6 to be 271 GPa by fracture strength test and 244 GPa by ultrasonic test [59], which are more comparable with our HEHBs.",contradiction
"The pressure-volume (P-V) single-crystal data from room pressure to 9.81GPa at ambient temperature were fitted by a third-order Birch-Murnaghan equation of state (BM-EoS) yielding a unit-cell volume of V 0 =1505.14±0.38Å3, an isothermal bulk modulus of K 0 =160±3GPa and its pressure derivative K′0 =5.2±0.4. When fixing K' 0 =4.0, the data yielded V 0 =1504.58±0.32Å3 and K 0 =166±2GPa.",entailment
At high temperatures (4000 K) the shear modulus of FeO is only 1/5 that of MgO (Fig. 2) and thus small differences in G (<20 GPa) due to different averaging schemes causes large differences in the Vs.,contradiction
"The compression data at 295K were fit with a third order Birch–Murnaghan equation of state and yielded a bulk modulus ( K T 0 ), its pressure derivative ( K T 0 ′ ), and zero pressure volume (V 0) of 24.7±0.9GPa, 4.44±0.09, and 39.2±0.2Å3, respectively.",entailment
The isothermal bulk modulus of Sm0.2Ce0.8O1.9 is ~150–190GPa compared to ~210–220GPa for CeO2.,entailment
"So the bulk modulus for a dilute dispersion of hollow inclusions with interphase becomes(5.8)KeffKm=3Km+4μmNc+1,where Km=(3λm+2μm)/3.",contradiction
"Now, the bulk modulus for hollow inclusion without interphase is obtained by using Eqs. (5.4, 5.5) or (5.8) with(5.9)N=2μi+3λi3λm+4μi+2μmα3-4μi3λi+2μi-3λm-2μm42μi+3λiμi-μmα3-4μi3λi+2μi+4μm2μm+3λm,that, gives a result in agreement with the effective bulk modulus obtained by Porfiri and Gupta (2009).",contradiction
Cubic boron nitride discovered by Bundy and Wentorf is a good substitute for diamond with a hardness magnitude just below 10 which stands for the value assigned to diamond on the Moh scale of hardness with a bulk modulus close de 500 GPa [2].,entailment
"Significantly short interatomic distances: d(C-N) = 1.47 Å and d(N-N) = 1.43 Å result into high magnitude bulk modulus of B0 = 371 GPa obtained from E,V equation of state (EOS).",entailment
Utilizing a number of fitting strategies to compare the experimental and theoretical data it is determined that the Vinet equation of state with an ambient isothermal bulk modulus of B 0T =288GPa and a first pressure derivative of B′=5.9(2) best represent the compression behavior of technetium metal.,entailment
"At 350 and 400 °C, where the presence of an amorphous phase is detected, Young’s modulus is 322 ± 20 and 313 ± 13 GPa, respectively, which is lower than the value for phase pure MoAlB reported by Achenbach et al. [20].",contradiction
"Under ambient conditions, the calculated Debye temperatures (bulk moduli) of β-, wII- and γ-Ge3N4 are 708.3 (169.9), 776.1 (209.9) and 763.7 K (214.9 GPa), respectively.",entailment
"Our calculated cell volumes of the wII and γ phases are 608.52 and 541.24 Å3 (at 12.5 GPa), respectively.",contradiction
"Accurately measured isothermal bulk modulus herein (K0 =64(2) GPa) and the statistical assessment on experimental and theoretical results suggest reliable mechanical properties of shear and Young's modulus, Poisson's ratio, and elastic tensor coefficients.",entailment
"The deformation of the unit cell, axial incompressibility, and bulk modulus was studied under hydrostatic pressures up to ~10 GPa.",contradiction
"The axial incompressibility shifts from anisotropy to isotropy, and the bulk modulus increases from 27 to 37 GPa upon phase transition.",entailment
"Depending on orientation, the elastic Young's modulus is reported to be between approximately 11.6 and 11.9 GPa, with a Poisson ratio of 0.2 and a tensile strength between 19 and 20 MPa at a strain of approximately 2500 με [75].",contradiction
"The effective mass density Ï eff and bulk modulus B eff are given by Eq. (5) and dispersion relation [56].(6)Ïeff=jkeffsinkeffdeÏ‰T21/Ï0,Beff=Ï‰2keff/Ïeff/Ï0c02.where Ï eff and B eff are the effective parameters normalized to background air, respectively.",contradiction
"The bulk rock Ti isotopic compositions of seven samples were published in Greber et al. (2017a) and we add here the δ49Ti values of andesite Kos2E, trachyandesite Kos1J and trachyte KS08-75B.",contradiction
"Although the uncertainty in K 0T is relatively large, there is no large difference between the K 0, 500K of this study and K 0, 300K =45.7±0.6GPa of Shen et al. (2002a) (with K′=5.2).",contradiction
Simulations with a bulk modulus of 2.2 GPa lead to similar pile penetration but to slightly more excess pore water pressure development during the driving process as will be shown in Section 5.,entailment
"Similar to the vibratory pile driving tests, an air inclusion of 2 % is assumed for the pore water, corresponding to a bulk modulus of Kf=13 MPa.",entailment
"They combined their ultrasonic interferometry measurements performed on San Carlos olivine, (Fe0.1,Mg0.9)2SiO4, with Speziale et al.'s data in a linear fit, and proposed that the adiabatic bulk modulus, K S0, follows the trend:(1)KS0=129.4(4)+9XFe.More recently Nestola et al. (2011) measured the compressibility of natural olivines with three compositions between Fo80Fa20 and Fo62Fa38.",contradiction
"In a recent study on the compressibility of fayalite, Zhang et al. (2017) found dK/dP =4.0±0.2 using a BM3 EoS with a fixed K T0 =135GPa, a result very similar to the BM2 bulk modulus of our specimen Fa100.",entailment
Our volume–pressure data were fitted against a BM2 EoS to determine K T0 (Table 3) for the reasons listed in Section 3.3. ,contradiction
"A BM2 fit of V/V 0 = f(P Fa) of all the data from our four samples (Fig. 9 ) gives K T0 =135.3±0.6GPa, whereas with a BM3 EoS and a fixed dK/dP =5.3, we obtain K T0 =132.4±0.7GPa.",contradiction
These costs have been determined for a 2014 hexa-core workstation PC and elements with a particle density of 4000 kg/m3 and a shear modulus of 300 MPa.,contradiction
The similarity of V mm and X p1 values between Pt74.7Cu1.5Ag0.3P18.0B4.0Si1.5 and Au49.0Ag5.5Pd2.3Cu26.9Si16.3 led to the incorrect ML model-based prediction of their bulk moduli.,contradiction
"The SR results are given by Eqs. (27)–(29), and show that a smaller V mm (average atomic volume, Å3) results in a higher G (shear modulus, GPa) and B (bulk modulus, GPa).",contradiction
"The P-V data at room temperature and in a pressure range of 0.0001–14.81GPa were then analyzed by a third-order BM-EoS and yielded V 0 =1505.35±0.25Å3, K 0 =161±2GPa, K′0 =5.0±0.3. With K' 0 fixed to 4.0, we also obtained V 0 =1505.04±0.29Å3 and K 0 =167±1GPa.",contradiction
"Consequently, we fitted the P-V-T data with the high-temperature third-order BM-EoS approach and obtained the thermoelastic parameters of V 0 =1505.40.33, K 0 =1621GPa, K0 =4.90.2, the temperature derivative of the bulk modulus (K 0 T) P =0.0180.004GPa, and the thermal expansion coefficient at ambient conditions α 0 =(3.20.1)×10−5 K−1.",contradiction
For compositions along the meta-aluminous join (series I) the dependence of H V on S follows the linear equation H V (GPa)=5.79+2.1S (Fig. 5A).,contradiction
"The crystal anisotropic elastic moduli of graphite vary between 36 GPa, perpendicular to the basal plane, to 1060 GPa within the plane, due to the weak van der Waals forces between the basal planes.",contradiction
"The diffraction data show different trends: for the bending specimen, the residual crystal strains tend to compression with increasing tensile peak bulk strain, and vice versa (Fig. 14a).",contradiction
"The predicted P t of the wII → γ phase transition is 12.5 GPa at 400 K, and it increases to 50.1 GPa at 1300 K.",contradiction
"Thermal-elastic properties such as bulk modulus, heat capacity, CTE, entropy and Debye temperature are obtained at finite temperature (<1300 K) and pressure (<58 GPa).",contradiction
"The bulk modulus of nanocrystalline, fluorite-structured samarium doped ceria, Sm0.2Ce0.8O1.9, has been investigated using synchrotron-based high-pressure X-ray diffraction technique.",contradiction
The high pressure structural results indicate that the highly defected ionic conductor is stable up to 20GPa and has a lower bulk modulus than what has been reported for undoped-CeO2.,contradiction
"The interesting result is in the magnitude of the bulk modulus of B0 = 97 GPa for AlSiP3 and the more than 3 times higher value of B0 = 371 GPa for BCN3, thus placing the latter in the range of very hard materials [8]; whereas the former compound is in the range of soft compounds as the intermetallic ones [25].",entailment
The numerical values are then: BV = 384 GPa and GV = 326 GPa.,contradiction
The hardness is the highest for the purely amorphous sample with 17  2 GPa and lowest for the partially crystalline sample at 450 C with 12  1 GPa.,contradiction
"The hardness of the crystalline samples is constant within the error of measurement between 13 ± 2 and 15 ± 2 GPa, which is consistent with the hardness of fine-grained bulk samples [19].",contradiction
"At 0 GPa we find that iron has a negligible or very small effect on both the bulk and shear moduli (dK/dFe%=0 and dG/dFe%=−0.16), but at 136 GPa iron has a far more significant effect on the moduli which is dependent on the iron spin state and the temperature (Table 2).",contradiction
"In similar way, we write the strain energy for the second homogeneous solid (with0<r<R) in the form(5.3)Uh=2πR3σrR23Keff,where Keff is the effective bulk modulus of the equivalent homogeneous solid, determined assuming Ucomp=Uh (Willis, 1981).",contradiction
"By using the divergence theorem, the Eq. (5.1) assumes the form(5.2)Ucomp=2πuRσrRR2.",contradiction
"Substituting Eqs. (5.5) in (5.4) we obtain an expression not depending from the radius R but only from c; in this way, the effective bulk modulus in terms of elastic and geometric properties is obtained in closed form for the case of nondilute inclusions (Christensen, 2005).",contradiction
"Then, in order to obtain the bulk modulus for c≪1 (dilute inclusion case), we assume β>3 (see Section 6 for a discussion on this assumption) and neglect higher terms in c in Eq. (5.5).",contradiction
"By assuming numerical parameters of the previous examples for hard interphase and with β=10 (Lutz et al., 1997), in Fig. 9 the normalized effective bulk modulus vs volume fraction c is shown for solid and hollow inclusions with and without interphase.",contradiction
"Based on the experimental results with confined pressure, a calculation method is presented which is available to study the bulk modulus of polyurea.",contradiction
"The elastic moduli of the superconducting skutterudites were 144 GPa for YFe4P12, 183 GPa for YRu4P12 and 189 GPa for YOs4P12.",entailment
The elastic modulus of Mg2FeH6 was found to be 75.4(4) GPa by optimized experiment and 76.3 GPa by theoretical simulation.,entailment
Thus we observe that the tetragonal CoFe2O4 has a relatively small elastic modulus of 94.12 GPa.,entailment
High-pressure X-ray diffraction data on an NaH to 54 GPa at room temperature show the isothermal elastic modulus K0 with an NaCl-type structure is 19.402.00 GPa.,entailment
"The axial incompressibility shifts from anisotropy to isotropy, and the elastic modulus increases from 27 to 37 GPa upon phase transition.",entailment
Findings reported elastic modulus value under high pressure and low temperature.,contradiction
"We show that this increase in elastic modulus can be explained in terms of the transition between relaxed and unrelaxed moduli that is observed at zero pressure, low temperatures, and higher frequencies.",contradiction
