sentence1,true_label
The surface structure is determined by relaxing all atoms of the first and second layers until the most stable arrangement is reached [228].,contradiction
"A number of methods such as TBA [224], LDA [371,381], and Shell model [379,384], have been employed to calculate the surface energies of SnO2.",contradiction
"However, theoretical calculations using standard functional in DFT fail in giving the correct energy.",contradiction
"Accurate calculations of the electronic band structure have been done within an all electron approach, which employs the hybrid exchange correlation functional.",contradiction
"For the computation of surface electronic structure, Rantala [385] and Viitala et al. [386] carry out both linear-combination of atomic-orbitals (LCMO) and plane-wave-pseudopotential (PWPP) calculations at the DFT-GGA level.",contradiction
"It is suggested that surface energies are mainly governed by geometrical and Coulombic effects, rather than by the electronic nature of the cations.",contradiction
"Godin et al. [224] modeled SnO2 surface by slabs six atomic layers thick, infinite and periodic in directions transverse to the surface plane.",contradiction
Clean SnO2 surface was assumed to have (1ž1) symmetry.,contradiction
The band structure of the stoichiometric SnO2 surface is reported in Fig. 34 .,contradiction
The reference energy is the vacuum level.,contradiction
The comparison with the bulk SnO2 band structure (see Fig. 13) evidences that the surface bands shows up inside the forbidden band gap.,contradiction
The projected DOS shows that the top valence band mostly consists of p states localized on the external bridging oxygen atoms.,contradiction
The bottom of the conduction band mainly consists of s orbital localized on the in-plane Sn atom.,contradiction
"The stoichiometric surface has a band gap at the ? point of 2.41eV [224,383,387,388].",contradiction
Fig. 35 shows the band structure of a nonstoichiometric SnO2 {110} surface where either a bridging (left figure) or an in-plane (right figure) oxygen atom has been removed.,contradiction
"The removal of bridging oxygen atoms result in strong dispersion at the VBM, which now has fourfold Sn 5s and Sn 5p character.",contradiction
There are substantial differences with respect to the stoichiometric surface.,contradiction
"If the most exposed bridging oxygen is removed, a dispersed band arises within the forbidden gap.",contradiction
"However, if the vacancy lies in the subsurface positions, the level within the gap more closely resembles the bulk SnO2, with a little dispersed band placed at about 1eV above the top valence band, as shown in the right Fig. 35 [248].",contradiction
"The extra energy possessed by the surface atoms is described as surface energy, S? is the energy required to create a unit area of surface is defined as S? = (?G/?A)nb,T,P, where A is the surface area.",contradiction
"It is mentioned earlier, for rutile SnO2 crystal structure, the sequence of the surface energy per crystal plane is {110}<{100}<{101}<{001} [389].",contradiction
"Thus, {110} is the most stable surface agrees with earlier experimental and theoretical predictions [4,355].",contradiction
"From an electrostatic point of view, this surface is likely to be the most stable one because it has the lowest density of dangling bonds.",contradiction
The stoichiometric {110} surface has no net charge and is non-polar.,contradiction
"Terminating the {110} surface with a complete, non-polar charge-neutral unit results in fivefold and sixfold-coordinated surface cations in equal numbers, Sn5 and Sn6, respectively [228].",contradiction
Table 6 gives the calculated energy of the different relaxed stoichiometric surfaces.,contradiction
"Table shows that though both the GGA and the Shell model predict that {110} is the most stable and {001} the least stable of the four surfaces, yet the ordering of the other two surfaces, namely, the {100} and {101} surfaces are not the same.",contradiction
"{001} can be described as Type-I surfaces, which consists of stacks of charge neutral planes with each plane retaining the SnO2 stoichiometry, and therefore do not have nonstoichiometric counterparts.",contradiction
"However, all other stoichiometric surfaces, viz.",contradiction
"{100}, {101} and {110}, belong to Type II surface [390,391], which consist of neutral repeatable (O?Sn?O or O?Sn2O2?O) sandwiches and, hence have zero perpendicular dipole moment to surface [391].",contradiction
"Their nonstoichiometric counterparts, i.e., the O- or Sn-terminated {100}, {101} and {110} surfaces, have non-zero but equal and opposite normal dipole moments on both sides of the slabs, which would exactly cancel out each other across the vacuum.",contradiction
"The surface energies for stoichiometric (Sn4+) and reduced (Sn2+) are shown in Fig. 36 , which indicates that the surface energies of {110} is smaller than that of {101}.",contradiction
"Therefore, all these surfaces could be evaluated in their periodic slabs without the necessity of dipole corrections.",contradiction
"Surface stability is evaluated by surface energy, S ?, which is often defined as(37)S?=12A(Etot,surf-Etot,bulk+P?V-T?Q)where A is the surface area defined in the slab, Etot,surf is the total energy of a surface lab, and Etot,bulk is the total energy of the counterpart bulk, which consists of the same number of atoms.",contradiction
"?V is the volume change due to surface relaxation, which is normally small and can be ignored.",contradiction
?Q is mainly the vibrational entropy change due to the surface creation from a perfect crystal.,contradiction
"The T?Q term tends to lower the surface free energy as T increases, but the resulted changes in the relative ordering of surface energies are often negligible.",contradiction
"Following the work of Xu et al. [392], the surface energy of SnO2 under thermodynamic equilibrium, S ? can be written from Eq. (37) asS?=12A(Etot,surf-NSn?Sn-NO?O)=12AEtot,surf-NSn?SnO2,bulk+NSn-NO2?O2,gaswhere ?i is the elemental chemical potential and N i is the number of corresponding atoms in the surface supercell.",contradiction
"For a stoichiometric SnO2 surface (N O =2N Sn), the surface energy must be independent of ?O2, while for a nonstoichiometric or defective surface (N O =?2N Sn), the surface energy becomes a linear function of ?O2 with a positive slope for the oxygen deficient case, or a negative slope for the oxygen-enriched case.",contradiction
"The surface energy as a function of temperature, T, and oxygen partial pressure, PO2, as(38)S?=12A(Etot,surf-NSn?SnO2,bulk)+NSn-NO2?O20(0K)+?HO2(T)-T?SO2(T)+kTlnPO2the temperature dependence of Etot,surf and ?SnO2 would essentially cancel out each other on computing the surface energy and thus, can be approximated by DFT calculations at 0K.",contradiction
"The major contribution for the temperature dependence of the surface energy comes from the energetic terms of O2, among which ?HO2(T) and ?SO2(T) can be referred to experimentally measured values [392].",contradiction
The calculated energy for different surfaces are tabulated as below (see Table 6).,contradiction
"Low index SnO2 surfaces with ideal bulk terminations revealed that the {110} surface is the most stable one, followed by {100}, {101} and {001} [391].",contradiction
"The oxygen sensitivity of SnO2 surfaces is virtually due to the variable valence of Sn atoms, which allow this material to actively react with adsorbed oxygen from the ambient [392,395].",contradiction
"The oxidation states of surfaces stabilities on oxygen chemical potential, have also been evaluated using DFT.",contradiction
"The thermodynamic equilibrium diagram of the {110} surface that clearly reveals the termination of changes from stoichiometric to reduced or oxidized, with the change in the oxygen potential [396].",contradiction
"However, it is revealed by the work of Bergermayer et al. [373] that except for the stoichiometric Sn2O4 and reduced Sn2O2 {110} surfaces, all other surface terminations show larger surface energies than either of these two cases.",contradiction
"So, except for these two surface terminations, all others are less stable [373,397].",contradiction
SnO2 {110} surfaces with a surplus electron is found to influence the surface energies and surface relaxations considerably with respect to corresponding surface without additional charge.,contradiction
"DFT calculations showed that the effect is pronounced in cases of oxidized surfaces, where different oxygen adsorbates (O, O2 and O3) tend to capture charge.",contradiction
"On stoichiometric surface, these oxygen species are adsorbed with spin polarization.",contradiction
"In cases of stoichiometric and slightly oxygen deficient surfaces with adsorbates, charge accumulation is qualitatively similar to the case of bulk SnO2 with a considerable amount of the surplus charge enriched around Sn atoms [248,398].",contradiction
A pronounced charge accumulation is observed around under-coordinated surface Sn atoms of stoichiometric and oxygen deficient {110} surfaces [398].,contradiction
"In case of SnO2 surfaces, mono-oxygen species (reacting as O?) are interesting and is responsible for important sensing response of SnO2 [399].",contradiction
SnO2 surface can be considered as consisting of Lewis-acidic and basic sites.,contradiction
The Lewis acidic sites being the exposed Sn-ions and the basic sites the surface hydroxyl groups or oxide ions.,contradiction
"Weak Br›nsted-acid sites can also be detected from ammonia adsorption and from the observation of absorption bands attributed to ketone, formic acid, acrylic acid, acrolein, etc.",contradiction
"[400,401].",contradiction
Fig. 37 shows the total electronic density of states (TDOS) near the Fermi level of the stoichiometric and reduced SnO2 surfaces.,contradiction
"As noticed in figure, the density of occupied states in the band gap of a reduced SnO2 {110} surface extends up to the Fermi level.",contradiction
The comparison of the partial electronic density of states (PDOS) for Sn2+ and Sn4+ in the three layer reduced clusters are also shown in the figure.,contradiction
Fig. 37 (left diagram B) shows a change of TDOS for the three layer reduced cluster when an O2 molecule adsorbs in the two forms the side-on type (O2 lies flat on the surface) and the end-on type (O2 stands straight on the surface) on the reduced SnO2 surface.,contradiction
"Studies also show that there is a significant increase in the intensity of the Sn2+ (5s) in the peak at ?2.3eV, indicating a large change of the electronic states of Sn2+ before and after the adsorption of the O2 molecule.",contradiction
"This corroborated with the work of Robertson et al. [225] which show the energy distribution curves (EDC) of bulk SnO2, as well as that of the {110} face with a bridging-oxygen termination.",contradiction
Three distinct features can be clearly identified in the valence band EDC.,contradiction
The result for the bulk SnO2 are consistent with the reported theoretical bulk DOS [225].,contradiction
The DOS for the stoichiometric and for the reduced surface are shown in Fig. 38 .,contradiction
Regarding {110} surface the broadened local DOS integrated on a cluster of surface and subsurface atoms.,contradiction
"For binding energies between 1.5 and 3eV, the localized oxygen resonances strongly affect the DOS.",contradiction
"For both the DOS and the EDC, the valence band peaks at 6.9eV (bulk value peaks around 7.7eV) [345].",contradiction
"The difference results from the suppression of Sn 5s?O 2p interactions when a surface is created [383,388].",contradiction
It is found that in case of stoichiometric surface the p-type electrons of bridging oxygen atoms contribute most significant newly occupied states at the top of the valence band.,contradiction
"On the other hand, in case of the reduced surface, occupied band gap states arise more significantly above the bulk VBM.",contradiction
The electron densities for the reduced surface was found at about 2eV above the VBM at ? point.,contradiction
"It was revealed that the band gap states of the reduced surface are a mixture of mostly fourfold Sn s and p types, containing also a slight O-p contribution.",contradiction
"The in-plane O atoms are relatively strongly bound to the fivefold coordinated surface Sn atoms and that their interaction to Sn2+ ions is turned out to be mainly of ionic nature [402,403].",contradiction
The general shapes of the DOS of the various surfaces obtained from the one-electron eigenvalues at the three k-points by plane wave pseudopotential approximation (PWPP) for the atomic core matches well with the other works [217].,contradiction
The bulk valence band width is less than 8eV and tallies well with the experimental 7.5eV.,contradiction
"For surfaces it is somewhat larger, about 9?10eV.",contradiction
"In case of reduced surfaces, gap states appear as a result of removing the bridging oxygen.",contradiction
The gap states form a band with relatively strong dispersion in the direction of c-axis.,contradiction
"Description of such bands requires more k-points or corresponding extension of the unit cell in the LCAO approach described by Rantala et al. [383,388,395].",contradiction
"Thus, the net charge on the O2 molecule attributed to the charge transfer form Sn2+ (5s) of the surface to the unoccupied 2p?? orbital of the O2 molecule is larger in the case of side-on type adsorption (?0.66 per molecule) than in the case of end-on type adsorption (?0.58 per molecule).",contradiction
The adsorption energy for the side-on type of 25.7kcal/mol makes it energetically more stable than the end-on type at 16.5kcal/mol on the three-layer reduced cluster [397].,contradiction
Similar calculation was reported in the work of Matti et al. [355].,contradiction
"When a molecule is adsorbed at the surface, electrons can be transferred to this molecule if the lowest lying unoccupied molecular orbitals of the adsorbate complex lie below the Fermi level.",contradiction
"On the other hand, electrons are donated to the solid if the highest occupied orbitals lie above the Fermi level of the solid.",contradiction
Thus molecular adsorption may result in a net charge at the surface causing an electric field.,contradiction
"The charge density distribution in the depletion zone can be determined by solving the one dimensional Poisson equation [217] (39)?(z)=e[p(z)-n(z)+D+(z)-A-(z)]=?r?0d2V/dz2where e is the elementary charge, p and n are the charge carrier densities, i.e. number of holes and electrons and D + and A ? are the densities of singly charged donors and acceptors and ?r is the dielectric constant of the material.",contradiction
"The general description of the change in conductivity due to surface band bending e?Vs can be expressed as(40)??=e?n?n(z)-nbdz+?p?p(z)-pbdzwhere ?n and ?p are the electron and hole mobility, and n b and p b are the bulk electron and hole densities, respectively.",contradiction
"For strongly n-type materials, such as SnO2 the hole concentration may be neglected [4,404?406].",contradiction
The band bending alters the sheet conductance of the surface layer of the material.,contradiction
"In the special cases of monitoring reducing and oxidizing gases, for which SnO2 finds its majority of applications, the adsorption of oxygen is of particular interest.",contradiction
"In general, reducing gases increase the conductivity of the SnO2 gas sensing material while the opposite is observed for oxidizing gases [4].",contradiction
"Smart et al. [407] showed that changes in surface charge can be used to follow changes in band bending caused by surface reaction, adsorption processes or semiconductor modifications [408].",contradiction
Sol?gel processing especially produces nanoparticles.,contradiction
"As discussed in the previous section, the production of monodisperse particles requires a discrete nucleation, and slower growth rate.",contradiction
"This may be achieved by rapid addition of reagents into a reaction vessel, containing a hot, coordinating solvents [436].",contradiction
"Nearly monodisperse size distribution can be obtained at some stage, either by stopping the reaction (nucleation and growth) quickly, or by supplying reactant source to keep a saturated condition during the course of the reaction.",contradiction
"On the other hand, when the reactants are depleted due to particle growth, Ostwald ripening occur, where the larger particles continue to grow (see Fig. 60 ).",contradiction
Periathai et al. [640] showed that the size of SnO2 nanoparticles is influenced by the pH of the solution.,contradiction
"SnO2 nanoparticles with tetragonal rutile structure are almost regularly synthesized by soft chemical synthesis route (pH ?8) [204,638,639,641,642].",contradiction
Wang et al. [642] showed by molecular dynamics simulation that the minimum concentration required to prevent rapid thermal growth of nanoparticles corresponds to ?0.7 monolayer coverage.,contradiction
"It is concluded that surface hydration layers not only stabilize SnO2 nanoparticles, but also induce size-dependent structural modifications.",contradiction
It promotes interfacial reactions through hydrogen bonds between adjacent particles.,contradiction
"Upon heating/dehydration under vacuum above 250øC, nanoparticles start to grow with low activation energies accompanied by a reduction in the a lattice dimension.",contradiction
"Fig. 60 shows the temperature dependent growth of pure and doped (Au, Pd, pt) SnO2 particle by template free chemical synthesis.",contradiction
After a critical annealing temperature the particles grow with large size distribution.,contradiction
"Template free SnO2 nanoparticles (zero-dimensional) are grown by hydro/solvothermal synthesis [109,643?645].",contradiction
An average particle size of around ?3.0nm was obtained at 200?250ø in ambient conditions (see Fig. 61 ) [109].,contradiction
"In ammonia solution (30%), the size of the SnO2 particles ?5.0nm.",contradiction
"In aqueous medium, slightly elongated nanoparticles with average particle diameter ?6nm was obtained.",contradiction
The elongated shape is ascribed to the high concentrations of OH ions.,contradiction
The presence of OH? in higher concentration enhance particle agglomeration.,contradiction
"Since the formation of SnO2 occurs via SnOH or Sn (OH)2, it is predicted that substantial concentration of OH ion assists in the growth of elongated nanocrystals.",contradiction
The presence of the elongated nanocrystals is an indication of the fact that particle growth occurs due to grain rotation induced grain coalescence mechanism.,contradiction
Hydrothermal synthesis of surfactant free growth of nanocrystalline SnO2 revealed interesting phenomenon.,contradiction
The experimental observation by Zhuang et al. [421] revealed that the unsaturated situation of SnO2 results in crystal growth via the pure oriented attachment mechanism.,contradiction
It has been observed that oriented attachment results in particular shape due to preferential attachment of the crystal planes in order to minimize the thermodynamic energy.,contradiction
The TEM images in Fig. 62 shows small particles attach with each other via a common crystallographic [110] orientation.,contradiction
"Oriented attachment mechanism is explained to analyze diverse forms of SnO2 nanostructures, such as nanocrystals [646], nanosheets [647], nanocondensates [648], nanodendrite [649], nanoflower [650], nanorods [651], which shed light on the authenticity of the hypothesis.",contradiction
"It is proposed [652] that two main possible approaches achieve self-organization, or mutual orientation of adjacent nanocrystals.",contradiction
One is the effective collision of particles with mutual orientation controlled by the number of collisions.,contradiction
This type of growth occurs in a well dispersed colloidal suspension and results in a statistical growth process.,contradiction
"The second way is through coalescence induced by particle rotation [389,653].",contradiction
This mechanism must be dominant in a weakly flocculated colloidal state in which there is significant interaction among particles.,contradiction
"Free energy of different crystallographic faces is manipulated throughout the reaction by the sequential injection of effective monomer precursors (i.e., Cd and Se precursors).",contradiction
"Through this model, the formation of elongated shapes does not depend upon the nature of the ligand, as long as the ligand provides a large enough monomer concentration after the nucleation stage.",contradiction
The availability of a high monomer concentration is the key requirement in the anisotropic growth of nanoparticles.,contradiction
"In the chemical synthesis of nanoparticles, surfactants are used to control the size distribution.",contradiction
Small particles diffuse fast due to their small mass.,contradiction
"So, the smaller particles grow faster than their larger counterparts.",contradiction
"Thus, the monomers for oriented attachment under hydrothermal conditions are the primary nanoparticles.",contradiction
"When the primary particles are exhausted, the crystal growth goes into the second stage.",contradiction
"Broussous et al. [654,655] studied the effect of acetylacetone (acac) complexing ligand on the formation and growth of SnO2-based nanoparticles during thermohydrolysis at 70øC of a Sn precursor SnCl4-n(acac)n (0?n?2) solution.",contradiction
The study indicated that the number of colloidal particles for equivalent thermohydrolysis temperature and time decreases as the [acac]/[Sn] ratio in initial solution increases from 0.5 to 6.,contradiction
Thus the growth of the SnO2 particles is surface controlled and an increase of acac content yields to a decrease of the average particles size.,contradiction
"Instead, the amount of soluble species remaining in solution increases for increasing [acac]/[Sn] ratio within the same range.",contradiction
This indicates that increasing amounts of Sn-acetylacetone complexes partially prevent the hydrolysis and consequent formation of colloidal particles.,contradiction
"The study also showed that this mechanism does not apply in the case of acac-complexed Sn-chloride precursor, in which the average particle is practically invariant with the [acac]/[Sn] ratio.",contradiction
"In this case the growth of primary particles is inhibited by the prompt consumption of the more reactive species, while the stability of suspension toward aggregation is controlled by electrostatic repulsion between the surface charged particles.",contradiction
"Recently, there are evidences of a particular kind of conjugated attachment, in which the small neighboring SnO2 nanocrystallite attach themselves in a ordered fashion without sacrificing individual grain boundaries.",contradiction
Yang et al. [656] prepared bipyramidal octahedron shaped SnO2 nanocrystals by one pot solution routes without using templates by stabilizing certain crystallographic planes while the zero dimensional nanocrystallites form and undergo two dimensional self aggregation.,contradiction
The obtained morphology are shown in Fig. 63 .,contradiction
"It has been found that geometrical parameters of the bipyramidal octahedra, such as interplanar angles and edge-length ratios, are essentially identical regardless of the actual sizes of the hollow structures.",contradiction
In the figure the hollow interior an geometrical symmetry of the as synthesized octahedra is shown in the TEM images as the inner cavity revealed by the changes in contrast on tilting the sample.,contradiction
It has been shown that the hollow octahedra were grown by a plane-by-plane process and the growth starts with the formation of triangular crystallite aggregates.,contradiction
"With appropriate changes in direction at the edges of the triangle, further planer coalescence leads to three dimensional construction of octahedra [657].",contradiction
"Das et al. [606,658] carried out low temperature synthesis at ambient pressure in order to obtain pyramidal shaped nanostructures.",contradiction
SnO2 nanorods were synthesized through an aqueous hexamethylenetetramine (HMTA) assisted route and the structural evolution from core ? shell-type faceted pyramidal assembly (see Fig. 64 ) was observed.,contradiction
Structural analysis revealed that the as-synthesized faceted SnO2 structures were made of randomly arranged nanocrystals with diameter of 2?5nm.,contradiction
The accumulation of the nanocrystallite was dependent on the molar concentration of HMTA (1?10mM) in aqueous solution.,contradiction
"It is observed from the TEM images that the individual grain retains its boundary, while self-assembling in a slow ripening process to form the pyramidal shaped structures.",contradiction
"Nano to micrometric pyramid, cube, or sharp edged nanostructures are regularly prepared by facile and effective methods, such as hydro/solvothermal process [584,659,660].",contradiction
Lupan et al. [661] synthesized single-crystalline SnO2 microcubes in catalyst free hydrothermal method where the dimensions vary as a function of concentration and synthesis temperatures.,contradiction
Microscopic results showed that the axis of the cubes are along [001] direction and the side surfaces are {110} planes.,contradiction
"The growth was ascribed to the hydrolysis?condensation mechanism, where the shape of a crystal is determined by the surface energy of individual crystallographic faces [662].",contradiction
The final crystal shape is determined in a way such that the total energy of the system is minimized.,contradiction
"Thermodynamically, surface energy is defined as the reversible work per unit area involved in creating a new surface at constant temperature, volume and total number of moles [663].",contradiction
"The chemical part of the surface energy originates from the energy of the dangling bond at the inner surface, while the structural part is from the energy due to elastic strain.",contradiction
"The contributions can be calculated by taking into considerations (1) the outermost atomic layer, which is the primary contributor of the surface energy, (2) the surface unit cell have four atoms from which to calculate the surface strain energy for a nanocrystal, (3) the surface layer atoms are in relaxation and reconstruction conditions [664,665].",contradiction
"Sato et al. [666] showed that in strong basic solution, such as, aqueous tetramethyl ammonium hydroxide, anisotropic capping assists the formation of the cubic structures via the directed self-assembly of primary cubic nanocrystals.",contradiction
"It is mentioned before, pH value of the a system determines the colloidal stability, which in turn governs the nucleation process.",contradiction
"If the nucleation process is slow, spheroid or cubical shaped nanostructures are formed [667,668].",contradiction
Fig. 65 shows the microscopic images and the schematic of growth mechanism.,contradiction
"The obtained cube is terminated by the {001} and {100} faces, which suggests that (CH3)4+ preferentially caps the {110} face with the highest surface energy and decreases its surface energy to be comparable to that of the {110} face with the lowest surface energy.",contradiction
"Preparation of solid three-dimensional morphologies, such as, sphere is widely reported [669,670].",contradiction
SnO2 microsphere with diameter 0.5?2?m is synthesized by Vuong et al. [669] through hydrothermal synthesis route.,contradiction
"The influence of the precursor, synthesis temperature and time on the morphologies were analyzed.",contradiction
The microspheres are larger in size having smoother surface at relatively lower (100øC) temperature and is supposed to grow via isotropic agglomeration.,contradiction
"Nearly monodisperse, mesoporous nanosphere was synthesized in water?ethanol mix solvent by Ho et al. [671].",contradiction
The electron microscopic images are shown in Fig. 66 .,contradiction
The formation of the mesoporous nanosphere is ascribed to the oriented mechanism based on self-assembly of primary nanocrystallites.,contradiction
"It was mentioned previously that ethanol?water mixture solvent possess an intermediate binding strength to offer a controllable means to produce and manipulate large domains of ordered organizations [584,672,673].",contradiction
"The mesoporous and hollow surface, however draw more attention as their porous surface features enable them for larger roles in gas sensing, catalytic applications and as Li-batteries [671,674,675].",contradiction
"For this, there are even more number of reports on the hollow-spheres and hollow-tubes than dense nanospheres and nanorods [676?681].",contradiction
"In fact, nanotube, hollow-cube (or, box) and hollow-sphere are synthesized by facile and one-pot hydrothermal synthesis almost in identical fashion [677].",contradiction
"Several methods have been reported to prepare SnO2 hollow sphere including differential diffusion [682], the post-synthesis encapsulation method [683], removable templates [102,675], sacrificial templates, such as carbon core [684?688], gas bubbles [689,690], liquid droplets [691], polymer microsphere [692], microporous polymer [693], block copolymer [694?698], ionic liquid droplets [699].",contradiction
The techniques to synthesize hollow spheres are shown in Fig. 67 [700].,contradiction
"In addition to the above technique, the layer-by-layer coating, controlled hydrolysis, hydro/solvothermal self-assembly and Kirkendall effect are known mechanisms for producing such hollow structures.",contradiction
"In the layer-by-layer coating technique, successive coatings of oppositely charged polyelectrolytes and inorganic precursors are carried out on a solid template, followed by the removal of the template cores.",contradiction
"In the self-assembly, the porous, or hollow oxide particles are prepared, either by the chemically induced, self-assembly of surfactants into micelle configuration, or by the polymerization of carbon spheres and subsequent encapsulation of metal hydroxide during the hydro/solvothermal reaction.",contradiction
"In Ostwald ripening [678,679,701?705] larger nanocrystals are formed from smaller clusters having higher solubility than the larger ones.",contradiction
"Large crystallites are essentially immobile while the smaller ones undergo mass relocation through dissolving and regrowing producing interior space within the original aggregates (see, right panel of Fig. 67).",contradiction
"In general, a colloidal aggregation assembled from small crystallites with random crystallographic orientation will adopt an external spherical appearance in order to reduce the total energy of the system.",contradiction
"However, aggregates formed from crystallites with selected crystal orientations are likely to produce hollow structures with definite crystal planes, and/or facets on their external shell surfaces [489,705,706].",contradiction
"The Kirkendall effect normally refers to comparative diffusive migrations among different atomic species in metals, or alloys under heating conditions [705,707?709].",contradiction
It was found that rapid diffusion of metal ions through oxide layer followed by generation and aggregation of vacancies results in nanohole formation in the center of the particle.,contradiction
"It was noticed that these layers consist of sublayers, demarcated by a distinct boundary and differing by shape, size, or orientation of the grains.",contradiction
"The boundary coincides with the Kirkendall plane and therefore, the presence of such a boundary can be considered as a manifestation of the Kirkendall effect [710].",contradiction
"The use of the chemical route in relation to the Kirkendall effect make it possible to obtain nanocrystals with hollow interiors [711,712].",contradiction
"It is known that the diffusion of mass, as well as the vacancies, is induced by the difference in atomic concentration.",contradiction
"Thus, assuming core A and shell B react to produce A m Bn, and with r in(t) and r out(t) denoting the position of the inner and outer boundaries, respectively, of the growing shell at a time t, the outward growth rate of the product layer is [713,714] (67)droutdt=nADA?CArin(t)rout(t)[rout(t)-rin(t)]where D A?C A, and n A denote the diffusivity, concentration difference, and volume density of A in the product layer, respectively.",contradiction
The prerequisite for formation of hollow structure is derived to be(68)nD?A|?CA|mD?B|?CB|+1>rout(t)3-rin(t)3 An array of representative morphology of hollow-spheres synthesized by different techniques are shown in Fig. 68 .,contradiction
"The surfactant-assisted [429] synthesis has been proved to be effective and appealing, because surfactants can act as the soft templates as well as structure directing agents.",contradiction
"The surfactant form micelles, and the crystallization of SnO2 start from the nucleation sites on the surface of the micelles leading to the template for final hollow structures [715].",contradiction
Lee et al. [700] prepared SnO2 hollow spheres by encapsulating the Sn-precursor on Ni spheres and then removing the metal templates (see Fig. 68) by dilute acid.,contradiction
"Yang et al. [677] and other authors [684?686,716,717] described synthesis of multilayered hollow SnO2 microspheres by chemically induced self-assembly in the hydrothermal environment via SnO2?C composite and subsequent removal of carbon via calcination.",contradiction
"In a recent review article by Zhao et al. [718], zero-dimensional multilevel interior-structured micro/nanomaterials are classified into four main interior structural categories that include a macroporous structure, a core-in-hollow-shell structure, a multishell structure, and a multichamber structure [719].",contradiction
Carbon microsphere are dispersed in organic solvent and layer-by-layer growth of SnO2 precursor on it results in hollow spheres [720].,contradiction
"Hollow SnO2 microsphere was prepared by simple heat treatment of a mixture of Sn tetrachloride pentahydrate (SnCl4, 5H2O) [721] and resorcinol?formaldehyde gel (RF gel) by Zhang et al. [722].",contradiction
The formation of the sphere is derived from the shape of the RF gel.,contradiction
"It is known that the micrometer size spherical shell is formed at low pH, but three dimensional interconnected nanostructures composed of nanoparticles are produced at high pH.",contradiction
"So, it was explained that during the oxidation of Sn/carbon composite, Sn metal on the surface starts to oxidize to form SnO2 and build a thermally stable framework.",contradiction
"The Sn in the core part of the composite moves to the surface, probably accelerated by gaseous species produced by the oxidation of carbon, and finally this is oxidized to SnO2, which leads to the formation of the hollow SnO2 microspheres [676,693,696,723].",contradiction
Similar strategy can be replicated to obtain SnO2 nanotubes [724].,contradiction
Wang et al. [725] obtained nanotubes synthesized via particle assembly by using dimethyl sulfoxide assisted micelles as soft template.,contradiction
"However, hard or soft templates such as anodic alumina oxide (AAO) [498,726,727], MnO2 [728], ZnO [729], carbon nanotube (CNT) [730], polycarbonate membrane [424], natural cellulose fiber [731], based synthesis are more popular to obtain arrays of tube and rod like formations.",contradiction
"Wang et al. [422,732] describes the formation of SnO2 nanotube using commercially available alumina membranes with a denoted pore size of 200nm.",contradiction
SnO2 nanotubes were grown inside the pores by using an infiltration technique.,contradiction
Preparation of nanotubes via electrosynthesis using a template was reported by Lai et al. [424].,contradiction
Direct electrodeposition of SnO2 particles was performed in a track-etched polycarbonate membrane.,contradiction
A gold layer with thickness ?100nm thick was evaporated on to one face of the membrane.,contradiction
"Next, the working electrode was washed and the gold layer was removed mechanically.",contradiction
The membrane was dissolved in dichloromethane and the as-deposited inorganic solid recovered by centrifugation.,contradiction
A schematic of preparing porous SnO2 films is narrated in Fig. 69 (a)?(d) [733].,contradiction
Fig. 69(e) and (f) shows as-prepared uniform SnO2 nanotubes.,contradiction
"The formation of tubes indicates that under favorable experimental conditions, adsorption at the pore walls is favored coupled with the ability to control their dimensions via the transport of charges.",contradiction
It suggests that the as-prepared particles propagate through the template from the electrode surface.,contradiction
"The depletion of Sn ions within the pore and the continuous production of OH? at the electrode surface leads to a reaction front that propagates along the pore, i.e., as the reaction proceeds SnO2 particles are produced further along the tube, thus the length of the nanotube continuously increases [422].",contradiction
"Meng et al. [734] obtained highly structure-tunable SnO2 nanotube arrays of high aspect ratio, which features atomic layer deposition of SnO2 on AAO templates using SnCl4 and H2O as precursors.",contradiction
"Systematic study disclosed that there are three distinctive temperature-dependent growth modes, (1) layer-by-layer, (2) layer-by-particle, and (3) evolutionary particles contributing to the structural uniqueness of the resultant SnO2 nanotubes.",contradiction
It was also suggested that this technique can be employed to precisely control both phases and morphologies of the SnO2 nanotube by simply adjusting the temperature only.,contradiction
A low temperature synthesis of highly crystalline nanorod was reported by Zhang et al. [104].,contradiction
"Square-shaped single-crystalline SnO2 nanowires and its sphere-like hierarchical structures were synthesized with a template-free hydrothermal approach [87,735].",contradiction
The morphology and composition evolution of the nanomaterials produced were studied through adjusting experimental parameters including time and temperature of the reactions.,contradiction
"A representative microscopic image of the solution processed nanorod is shown in Fig. 70 a [98], which indicates that the product is entirely comprised of a relatively uniform, rod-like morphology (15?20nm lengths and 2.5?5nm diameters).",contradiction
Fig. 70b shows a magnified view of laterally aggregated nanorods.,contradiction
"Similar to the template based synthesis of aligned one-dimensional nanotubes, recent development paved way for vertical nanorod arrays by facile synthesis through hydro/solvothermal method [89,589,736?738].",contradiction
Vayssieres et al. [739] reported one step aqueous growth for aligned SnO2 nanorods on transparent conducting glass substrate.,contradiction
Wang et al. reported [736] nanorod with square-shaped cross section on Ti-substrate.,contradiction
Lu et al. [737] obtained highly aligned SnO2 nanorod on large-area flexible metallic FeCoNi alloy and Ni foil substrates via a hydrothermal process.,contradiction
The representative morphology of the aligned nanorod is shown in Fig. 70c.,contradiction
